statement,fact_confidence,classify_confidence,authentication_confidence,label_prediction,label
Says Catherine Cortez Masto was happy to line her own pockets with taxpayer dollars when state employees were slammed with frozen salaries.,NaN,0.9,NaN,False,False
"Under Obamacare, The IRS will have access to the American peoples protected health care information.",NaN,0.95,NaN,False,False
Mike Martinez has voted to raise taxes and utility rates while ending free bus service for seniors.,NaN,0.85,NaN,True,True
"Ohio has one of the highest provisional ballot rates in the country, and many of them go uncounted each election.",NaN,0.9,NaN,True,True
"Rand Paul wants to end all federal faith-based initiatives, and even end the deduction for religious charities.",NaN,0.9,NaN,False,True
Homicides last year increased by 17 percent in Americas 50 largest cities. Thats the largest increase in 25 years.,NaN,0.9,NaN,True,False
The Canadians they (dropped) their tax rates to 15 percent. The average tax rate on businesses in the industrialized world is 25 percent.,NaN,0.9,NaN,True,True
White men account for 69 percent of those arrested for violent crimes.,NaN,0.85,NaN,False,False
We know that tax cuts are remarkably un-stimulative when you compare them with different kinds of government spending.,NaN,0.9,NaN,True,False
The climate-change agreement between the United States and China requires the Chinese to do nothing at all for 16 years.,NaN,0.95,NaN,False,False
"Says in fiscal year 2011, the state had a projected $11 billion deficit.",NaN,0.95,NaN,True,False
"Wisconsin election officials to accept Mickey Mouse, Hitler signatures on recall petitions.",NaN,0.95,NaN,False,False
"I wrote to Secretary Paulson, I wrote to Federal Reserve Chairman Bernanke [in March 2007], and told them this is something we have to deal with, and nobody did anything about it.",NaN,0.85,NaN,True,False
"The Great Wall of China, built 2,000 years ago, is 13,000 miles (long).",NaN,0.9,NaN,True,False
"When the Dallas/Fort Worth Airport needed to stop its earthquake spike a few years ago, they temporarily shut down the wells that were injecting fracking fluid into the ground ... (and) those earthquakes stopped.",NaN,0.9,NaN,True,True
Says Supreme Court candidate JoAnne Kloppenburgs record as a state Justice Department lawyer consists only of the prosecution of cases regarding regulation of docks.,NaN,0.95,NaN,False,False
"One half of federal spending goes to Social Security, Medicare and Medicaid while the other half goes to other programs funded with money borrowed from a foreign land.",NaN,0.9,NaN,False,False
Medicare began as a public option and now holds 97 percent of the market share.,NaN,0.95,NaN,False,True
Says Sen. Mitch McConnell is the No. 1 recipient of contributions from lobbyists this cycle.,NaN,0.9,NaN,True,True
"98 percent of small businesses make less than $250,000 and would not see a tax increase under Barack Obama's plan.",NaN,0.85,NaN,True,True
''The leading Democratic candidate once said that the unfettered free market is the most destructive force in modern America.'',NaN,0.9,NaN,False,False
Says the American public overwhelmingly opposed Democratic-steered health care plan.,NaN,0.85,NaN,True,False
"Says Dan Patrick supported giving a $5,000 taxpayer-funded voucher to every family to buy a car.",NaN,0.98,NaN,False,True
"Right now, if Rhode Island police come across a young person with a gun, they really dont legally have the right to take it away from them.",NaN,0.95,NaN,False,False
"We have trade agreements with 20 countries, and we have trade surpluses with each one of those 20.",NaN,0.95,NaN,False,False
"This March, for the first time in human history, the monthly average carbon dioxide in our atmosphere exceeded 400 parts per million. The range had been 170-300 parts per million for hundreds of thousands of years.",NaN,0.98,NaN,True,True
"Jon Corzine, elected governor. Teams up with Barbara Buono. $1.2 billion sales tax increase? Passed. Most spending in state history? Passed. After Buono named budget chair, taxes and fees increase 23 times in just two years. State debt? Up $13.4 billion. Unemployment? Doubled.",NaN,0.85,NaN,False,False
The Obama administration supported Muslim allies trying to establish a new international blasphemy standard.,NaN,0.85,NaN,False,False
Congress' approval rating is 11 percent. You know who's higher? Dick Cheney and HMOs.,NaN,0.85,NaN,True,False
Oil companies ...currently have 68-million acres that they're not using.,NaN,0.9,NaN,True,False
Says Donald Trumps proposed tax treatment of hedge fund managers makes the current loophole even worse.,NaN,0.8,NaN,True,True
John Raeses wife is registered to vote in Florida so she cant even vote for him.,NaN,0.9,NaN,True,True
"Scientists tell us that we could have a cure in 10 years for Alzheimers were it not for overzealous regulators, excessive taxation and greedy litigators.",NaN,0.95,NaN,False,False
"Mitt Romney made over a hundred million dollars by shutting down (a Marion, Ind. paper) plant.",NaN,0.95,NaN,False,False
More people are struck by lightning than commit in-person voter fraud by impersonation.,NaN,0.95,NaN,True,True
Says Hillary Clinton and Tim Kaine want to expand (Obamacare) into a single-payer program.,NaN,0.95,NaN,False,False
Says the last non-partisan commission to improve the voting experience in America concluded that #VoterID was necessary.,NaN,0.95,NaN,False,True
Oregon school districts are directing 24 percent of their food budgets to purchase local foods. Thats the highest percentage in the country.,NaN,0.95,NaN,True,False
Germany is crime-riddled right now because of migration to Europe.,NaN,0.95,NaN,False,False
Says theCongressional Budget Officehas estimatedevery penny of the federal budget will go to interest on the debt and entitlement spending by 2025.,NaN,0.95,NaN,False,True
Mitt Romney said it was tragic to end the war in Iraq.,NaN,0.85,NaN,False,False
"During Obamas first five years as president, black unemployment increased 42 percent. During Reagans presidency, black unemployment dropped 20 percent.",NaN,0.95,NaN,False,False
Milwaukee lost the headquarters for MillerCoors because the area lacks good transit.,NaN,0.8,NaN,False,False
"Says President Obama said of the national debt, If I dont have this done in three years, then theres going to be a one-term proposition.",NaN,0.95,NaN,False,False
"Black Lives Matter, who are attacking law enforcement officers -- Barack Obama had them to the White House.",NaN,0.9,NaN,False,False
"In 2012, there were nearly 12.2 million arrests and only 410 uses of deadly force by police in the United States.",NaN,0.85,NaN,False,True
Every major religion is opposed to same-sex marriage.,NaN,0.95,NaN,False,False
"Says Texas has more than 80,000 abortions each year.",NaN,0.85,NaN,True,False
Says Thomas Jefferson said that government is best which governs least.,NaN,0.95,NaN,False,False
The $18.8 billion in funding for K-12 education funding is the highest in Florida history and includes a record $10.6 billion in state funds.,NaN,0.95,NaN,True,False
"In the 2000 Florida election, at least 1,100 eligible voters were wrongly dropped from voting rolls in an attempt to purge a list of felons. Many of those who were dropped showed up to vote and were told they could not.",NaN,0.95,NaN,True,True
"My grandfather came home from ... (World War II) exhausted from the burdens he had borne, and died the next day.",NaN,0.9,NaN,False,True
The largest U.S. companies would owe $620 billion in U.S. taxes on the cash they store in tax havens.,NaN,0.85,NaN,True,True
If Trump had just put his fathers money in a mutual fund ... hed have $8 billion.,NaN,0.9,NaN,False,False
"Fewer black and Latino men participate in the labor force, compared to young white men.",NaN,0.95,NaN,True,True
"Says Adam Hasner gives the wealthy tax breaks worth $250,000 a year but hikes middle class taxes $2,000.",NaN,0.85,NaN,False,False
"State House incumbent Jill Chambers, R-Atlanta, personally profits from taxpayer money.",NaN,0.85,NaN,False,False
The group that supported the presidents health care bill the most? Latinos.,NaN,0.8,NaN,True,False
"Women take birth control, more than half of them, as a medication for other conditions.",NaN,0.9,NaN,False,False
Says the Feingold garage ad is a fake: Hes not standing in front of his house.,NaN,0.9,NaN,False,False
"McCain ""hasn't held executive responsibility.""",NaN,0.98,NaN,True,False
McCain got more money from Airbus' U.S. executives than any other politician.,NaN,0.85,NaN,False,True
Forty-five percent of doctors say theyll quit if health care reform passes.,NaN,0.95,NaN,False,False
"Says Glenn Grothman pushed through state tax credits that when phased in, someone that owns a factory that produces millions in income will pay less tax than their nephew would if he worked full time at Taco Bell for minimum wage.",NaN,0.9,NaN,True,True
"Says that under a new program jail ""time for non-violent, mentally ill offenders has been reduced by 50 percent.""",NaN,0.8,NaN,False,True
"John McCain intervened, which helped Airbus get that Pentagon contract.",NaN,0.9,NaN,False,False
I have never said that I don't wear flag pins or refuse to wear flag pins.,NaN,0.85,NaN,False,False
Say71 percent of doctors say Hillarys health concerns are serious and could be disqualifying.,NaN,0.95,NaN,False,False
Expanding the sale of full-strength beer and wine to grocery stores isgood for everybody.,NaN,0.98,NaN,False,False
Says history suggests sports will quickly subsume a lot of the attention span of the country in the presidential primary.,NaN,0.9,NaN,False,False
The U.S. has now spent more on reconstructing Afghanistan than was spent on the Marshall Plan and the reconstruction of Europe.,NaN,0.9,NaN,True,True
"The federal debt is more than $14 trillion, almost equal to the size of our entire economy, and every child born today inherits a $45,000 share of the national debt before they take their first breath.",NaN,0.9,NaN,False,True
I wake up every morning in a house (the White House) that was built by slaves.,NaN,0.97,NaN,True,True
"Says Milwaukee County Executive Chris Abele spent $100,000 of taxpayer money on a new luxury SUV.",NaN,0.95,NaN,False,False
The media never show crowds.,NaN,1.0,NaN,False,False
The governor has made a commitment to billions of dollars in debt and new spending without any explanation of how he plans to pay that money back.,NaN,0.7,NaN,False,False
Says he had to impose tougher cost controls on state employees than any previous Wisconsin governor.,NaN,0.8,NaN,False,True
Says the Congressional Budget Office is expecting a protracted economic malaise for at least the next decade under current policies.,NaN,0.9,NaN,True,False
"It was Hillary Clinton who left Americans in harms way in Benghazi and after four Americans fell said, What difference at this point does it make?",NaN,0.8,NaN,False,False
Congresswoman Bachmann actually said we should be 'weaned' off our Social Security and Medicare. She wants to privatize Social Security and replace Medicare with some kind of voucher system.,NaN,0.92,NaN,True,False
Says children are coming into the U.S. in staggering numbers because President Barack Obama has been promising amnesty.,NaN,0.95,NaN,False,False
"The United States has never been richer, if you look at per capita GDP.",NaN,0.97,NaN,True,True
Michele Bachmanns legislative record is offering failed amendments.,NaN,0.85,NaN,False,True
"Says that when San Francisco banned plastic grocery bags, you saw the number of instances of people going to the ER with things like salmonella and other related illnesses spike.",NaN,0.9,NaN,False,False
Scott Walker had a 2.3 GPA when he was asked to leave Marquette University for cheating.,NaN,0.98,NaN,False,False
"Says a company that got tax breaks from the state later laid off 100 Ohioans, even as its CEO cut a half-million-dollar check to Kasichs super PAC.",NaN,0.8,NaN,True,True
"Ohio Director of Job Creation Mark Kvamme just clawed back about $900,000 from companies that made promises and they didnt keep them.",NaN,0.85,NaN,True,False
There is no clinical evidence that vaccinating healthcare workers protects patients.,NaN,0.95,NaN,False,False
On in-state tuition for unauthorized immigrants.,NaN,0.5,NaN,False,False
I made a bunch of these promises during the campaign. ... Weve got about 60 percent done in three years.,NaN,0.7,NaN,True,False
"On the day of the New Hampshire primary in 1980, the top 13 people of Ronald Reagans staff quit.",NaN,0.95,NaN,False,True
Some of the wealthiest Americans are African-American now.,NaN,0.95,NaN,True,False
Theres 400 more people working in health care today in New Hampshire than when we passed the budget.,NaN,0.8,NaN,False,False
President Barack Obamas health care reform slashed $500 billion from Medicare.,NaN,0.9,NaN,False,False
The U.S. ranks 37th in the world for health care.,NaN,0.85,NaN,True,True
"A high school dropout makes on average $19,000 a year, a high school graduate makes $28,000 a year, a college graduate makes $51,000 a year.",NaN,0.85,NaN,True,True
Theres almost 1 million Texans who are unemployed and thats an all-time record number in our state.,NaN,0.9,NaN,False,True
"Nearly 70 percent of all federal spending will go towards Social Security, Medicare, and Medicaid in fiscal year 2014.",NaN,0.92,NaN,True,False
"In Ohio, each year an estimated 1,000 children become victims of human trafficking, and over 3,000 more are at risk.",NaN,0.85,NaN,True,False
"Claims that Obama said, ""For those who oppose our policies, you should just shut up and go away.""",NaN,0.99,NaN,False,False
"Says, Yet in Salem they have traditionally waited until the money is almost gone to pay for the most important things in our states budget.",NaN,0.8,NaN,False,False
"18 percent of our land in our state right now is either federally, state or county owned for conservation purposes.",NaN,0.7,NaN,False,True
"The race will tighten, just because that's what happens at the end of campaigns. They always have.",NaN,0.85,NaN,False,True
"Even after Obamacare is fully implemented, there still will be tens of millions of people not covered.",NaN,0.95,NaN,True,True
The [Obama] administrations regulatory assault on coal-fired energy has put thousands of Americans out of work,NaN,0.8,NaN,False,False
"We have 80,000 abortions in Texas every year.",NaN,0.95,NaN,False,True
Says Tri-Rail shows the potential problems with investing in high-speed rail.,NaN,0.85,NaN,False,False
Says U.S. Senate rival Tommy Thompson is a big corporate lobbyist and has been lobbying during the middle of the campaign.,NaN,0.85,NaN,True,False
"Congressman Paul introduces numerous pieces of substantive legislation each year, probably more than any single member of Congress.",NaN,0.85,NaN,False,True
Four members of the Rhode Island General Assembly went to vote in 2010 and were told they had already voted.,NaN,0.9,NaN,False,False
"The Democrat-backed health care reform plan ""will require (Americans) to subsidize abortion with their hard-earned tax dollars.""",NaN,0.9,NaN,False,False
Mark Warner cast the tiebreaking vote to pass Obamacare.,NaN,1.0,NaN,False,False
"In Iraq, violence is down to an all-time low since the start of the war.",NaN,0.85,NaN,False,True
North Koreas missiles are not going to have a capability to reach the United States anytime real soon.,NaN,0.95,NaN,False,True
Im running for office with much more experience and qualifications than Barack Obama had when he ran.,NaN,0.8,NaN,False,False
Says Measure 3-386 will cost a fortune for elections while Measure 3-388 will cost less.,NaN,0.85,NaN,False,False
"In 2008, Charlie Crist applauded the pick of Sarah Palin and said she would do a great job.",NaN,0.95,NaN,True,True
"The president promised to close the space gap, but he now seems intent on repeating the events that created the space gap in the first place -- putting in place a new rocket design and then trying to underfund the effort...",NaN,0.8,NaN,True,True
Republicans dont think its a good idea to make the child care tax credit stronger.,NaN,0.85,NaN,False,False
More than half of women under 30 who give birth do so outside of marriage...,NaN,0.95,NaN,True,True
I cut spending while serving in the state Legislature,NaN,0.5,NaN,False,True
"If we ban the practice of earmarks, we could save the American taxpayer anywhere between $15 (billion) to $20 billion dollars a year in pork-barrel spending.",NaN,0.8,NaN,False,True
Our welfare system now consumes 42 percent of our budget.,NaN,0.85,NaN,False,False
Agriculture is the strongest industry in Ohio.,NaN,0.85,NaN,False,True
This is the first time in the history that weve had the raising of a debt limit also with spending cuts.,NaN,0.95,NaN,False,False
"Sarah Palin was repeating ""Abraham Lincoln's words"" in discussing the war in Iraq.",NaN,0.9,NaN,False,True
Kelly Ayotte voted for a budget that had $90 billion of cuts to Pell Grants.,NaN,0.95,NaN,False,False
Says U.S. Rep. Connie Mack IV passed only one bill in seven years.,NaN,0.95,NaN,True,True
Republican-leaning states get more in federal dollars than they pay in taxes.,NaN,0.95,NaN,True,True
"Barack Obama said in 2004 ""that he basically agreed with the way George Bush was conducting the war.""",NaN,0.95,NaN,False,False
Says President Barack Obama is a socialist.,NaN,0.98,NaN,False,False
Wisconsin was literally broke when Republicans took office in January 2011.,NaN,0.93,NaN,False,False
"About two-thirds of Medicaid beneficiaries are children, but they account for one-third of the programs cost, while one-third are elderly, and they account for two-thirds of the cost.",NaN,0.9,NaN,True,False
Says Tom Cottons vote in Congress to change Medicare will increase out-of-pocket expenses for every senior in Arkansas.,NaN,0.8,NaN,False,False
"Says the Obama administration approved a major disaster declaration for Oklahoma in 2009, when nine of the states 77 counties burned for about three days, while Texas wildfires have been burning for longer without such a declaration.",NaN,0.9,NaN,False,True
Our campaign depends on small donations for the majority of our support.,NaN,0.7,NaN,False,False
"Says Crist campaign website ""has eliminated all references to our Republican Party.""",NaN,0.9,NaN,True,False
On a cap-and-trade plan.,NaN,0.1,NaN,False,False
"There hasnt really been a lot of net growth in the federal workforce when you compare it to say, 1990.",NaN,0.95,NaN,True,False
The American Conservative Union gives [Rep. Tim] Ryan a dismal 0.0 percent rating for the billions he has contributed to our national debt.,NaN,0.95,NaN,True,False
"The departments of Commerce, Education and Energy and the EPA saw their spending increase by between 130 percent and 219 percent between 2008 and 2010.",NaN,0.95,NaN,False,False
Says he hasnt changed his view on abortion restrictions.,NaN,0.7,NaN,False,False
Says the director of an anti-abortion group receiving a Texas grant to provide womens health services believes HIV can be spread through the sewer system.,NaN,0.95,NaN,True,True
Says Rick Perry of Texas was the governor who relied most on stimulus funds to close his states budget deficit in 2010.,NaN,0.9,NaN,True,False
Democrats are cutting our school funding. Four times in the last 10 years before we came into office.,NaN,0.85,NaN,False,False
Says President Barack Obama himself has granted waivers allowing into the United States refugees who provided material support to terrorists.,NaN,0.95,NaN,True,False
"In almost every other country in the world, artists and musicians are paid when their music is played on the radio. In fact, the only countries besides the U.S. who do not have a radio-performance right are China, Iran and North Korea.",NaN,0.95,NaN,False,True
One man sacrificed for his country. One man opposed a flawed strategy in Iraq. One man had the courage to call for change. One man didn't play politics with the truth. One man stands up to the special interests.,NaN,0.3,NaN,False,True
"Says Paul Ryan supports banning all abortions, even in cases of rape or incest.",NaN,0.85,NaN,True,False
"More than 1,000 American soldiers have lost their lives in Afghanistan in the last 27 months. This is more than the combined total of the nine years before.",NaN,0.95,NaN,True,False
Weve doubled the production of clean energy.,NaN,0.85,NaN,False,True
Most Americans support the legalization of marijuana.,NaN,0.95,NaN,True,True
"Under Barack Obama, the U.S. now has the lowest workforce since (President Jimmy) Carter.",NaN,0.9,NaN,False,False
A rural hospital in Missouri closes every 8 months. The legislatures failure to expand Medicaid has brought crisis to many of Missouris rural health care providers.,NaN,0.85,NaN,True,False
"Harambe received 15,000 votes in the presidential election.",NaN,0.95,NaN,False,False
The United States is one of only seven nations that allows elective abortions after 20 weeks post-fertilization.,NaN,0.85,NaN,False,True
Says Thom Tillis gives tax breaks to yacht and jet owners.,NaN,0.8,NaN,True,False
"During his time as House speaker, unemployment came down from 5.6 percent to under 4 (percent).",NaN,0.95,NaN,True,False
Obamacare was the Republican plan in the early 90s.,NaN,0.8,NaN,True,False
We had an amendment in the health care law that said the federal government is going to take over education.,NaN,0.98,NaN,False,False
"(Assembly Democrats) wanted to raise the gas tax by $2.4 billion. We said no to that....Theyre down on the ground. Theyre sweating. Theyre twitching. Its ugly, cause I keep saying no.",NaN,0.85,NaN,False,False
"Says he turned down a Medicaid expansion under Obamacare, but because of actions he took, for the first time in Wisconsins history everyone living in poverty is covered under Medicaid.",NaN,0.85,NaN,False,True
Says Patrick Murphy switched his vote on All Aboard Florida ... because his father tried to get in a bid to build it and was unsuccessful.,NaN,0.9,NaN,False,False
Says U.S. Sen Sherrod Brown promised that the first stimulus bill would fund the Brent Spence Bridge.,NaN,0.95,NaN,False,False
"Tampa got more (federal housing) money because they scored higher on the blight scoring system, so theyve got a much bigger problem than we do.",NaN,0.85,NaN,True,False
"In nine Democratic debates, Weve not had one question about a womans right to make her own decisions about reproductive health care, not one question.",NaN,0.9,NaN,False,True
"The Manchin-Toomey amendment would have criminalized certain private transfers of firearms between honest citizens, requiring lifelong friends, neighbors and some family members to get government approval.",NaN,0.95,NaN,False,False
McCain Trying to Have it Both Ways on Iraq,NaN,0.7,NaN,False,False
The budget submitted by Obama will add more to the debt than the outstanding debt of the previous 43 presidents combined.,NaN,0.85,NaN,False,True
I've issued a six-month moratorium on deepwater drilling.,NaN,0.95,NaN,True,False
Toomey and Trump will ban abortion and punish women who have them.,NaN,0.95,NaN,False,False
Tuition at Rutgers has increased 10 percent since Gov. Chris Christie took office because he cut funding for higher education.,NaN,0.85,NaN,True,False
"The reason we even have colleges is that at some point there were politicians who said, You know what? We should start colleges.",NaN,0.95,NaN,False,False
Capital Metro originally said MetroRails yearly operating costs would be about $2.5 million. Last year ... it cost $13 million to operate.,NaN,0.95,NaN,True,False
Providence has more of its pension fund invested in hedge funds and is less transparent about it than the state.,NaN,0.85,NaN,False,True
Says President John F. Kennedy released a star Green Bay Packer from military reserve duty so that he could play in the 1961 NFL Championship Game.,NaN,0.95,NaN,False,True
"If the General Assembly does not address the states structural deficit, more than 23,000 education professionals will be immediately yanked out of Pennsylvania schools.",NaN,0.85,NaN,False,False
"Says he brought 1,200 jobs to Texas by moving his factories here from China.",NaN,0.75,NaN,False,False
U.S. Rep. Paul Broun has not authored any legislation that has been adopted by Congress.,NaN,0.9,NaN,False,True
On recess appointments.,NaN,0.2,NaN,False,False
"Four years as a congressman, he [U.S. Rep. Hank Johnson] never talked about MARTA.",NaN,0.95,NaN,False,False
Texas has the highest rate of uninsured in the nation. ... And there are more uninsured children in Texas than in any other state.,NaN,0.98,NaN,True,True
Eighty percent of Wall Street executives and their spouses donations go to Democrats.,NaN,0.85,NaN,False,False
"Like me, Scott Walker opposed the 1998 transportation bill and the $9 billion of wasteful spending.",NaN,0.85,NaN,False,False
"Newspapers say Florida made bad investments, lost hundreds of millions of dollars, billions in pension funds lost. Who was in charge of Floridas investments? Alex Sink.",NaN,0.85,NaN,False,False
Says 80 percent of the health care dollars are spent by 20 percent of the population.,NaN,0.95,NaN,True,True
"Steve Southerland did not pay his taxes in 05, 06, 07, 08 or 09.",NaN,0.95,NaN,False,False
Eliminating Obamacare ... saves $95 billion a year.,NaN,0.9,NaN,False,False
There are 4.7 percent of Virginians who are minimum wage earners who are over 25 years of age working full-time and trying to raise a family.,NaN,0.85,NaN,False,True
Says broken compact fluorescent light bulbs allegedly cause migraines and epilepsy attacks.,NaN,0.9,NaN,False,False
At least a quarter of those apprehended at the border have criminal records.,NaN,0.95,NaN,False,False
Says Rick Scotts record on jobs includes Florida ranked 2nd in the nation in long-term unemployment.,NaN,0.85,NaN,True,False
Says President Obamas new immigration plan is amnesty.,NaN,0.85,NaN,False,False
"For the first time in over 40 years, Republicansdont hold a single statewide office in Virginia.",NaN,0.95,NaN,False,True
Polls show that Americans overwhelmingly support expanding background checks.,NaN,0.95,NaN,True,True
Nearly 20% of our residents are born abroad.,NaN,0.95,NaN,True,True
"When it comes to jobless workers, Mitt Romney says he likes to fire people.",NaN,0.95,NaN,False,False
A child born in America today will inherit $1.5 million in debt the moment theyre placed in their mothers arms.,NaN,0.95,NaN,False,True
Says the U.S. fleet of attack submarines is scheduled to fall below the 48 boats that Navy says it needs to carry out current missions.,NaN,0.95,NaN,True,True
Georgias share of money from the Federal Highway Trust Fund declined 12 percent between 2008 and 2013.,NaN,0.9,NaN,True,True
"Americans spend 100-million hours a year filling out these forms (FAFSA). That is the equivalent of 55,500 full-time jobs.",NaN,0.95,NaN,True,False
"If you look at the application for a security clearance, I have a clearance that even the president of the United States cannot obtain because of my background.",NaN,0.95,NaN,False,False
Says Hawaii Gov. Neil Abercrombie made a late-night visit to Kinkos to forge President Barack Obamas birth certificate two days before Obama unveiled it to the media.,NaN,1.0,NaN,False,False
"In the Illinois Legislature, Barack Obama ""voted 'present,' instead of yes or no"" on seven votes involving abortion rights.",NaN,0.95,NaN,True,True
"If you want to vote in Texas, you can use a concealed-weapon permit as a valid form of identification, but a valid student ID isnt good enough.",NaN,0.98,NaN,True,True
Says the cascading effects of climate change contributed to the rise of ISIS.,NaN,0.8,NaN,True,True
"Says state Rep. Sandy Pasch, her recall opponent, voted to allow public school employees to use taxpayer dollars to pick up the tab forViagra.",NaN,0.9,NaN,False,False
"Barack Obama ""rejects everyone white, including his mother and his grandparents.""",NaN,1.0,NaN,False,False
A company hired to do Common Core testing in Florida will attract every one of your children to become as homosexual as they possibly can.,NaN,1.0,NaN,False,False
The U.S. Supreme Court has not traditionally asked a lot of questions during oral arguments.,NaN,0.95,NaN,False,True
"Fracturing or horizontally fracturing the shale to open up larger pockets of natural gas ... has been used for over 60 years and, as of 2009, over 80,000 wells have been fracked in Ohio.",NaN,0.95,NaN,True,False
"In 2004, ""20 percent of U.S. households were getting about 75 percent of their income from the federal government. ... Another 20 percent were receiving almost 40 percent.""",NaN,0.92,NaN,False,False
We are now eighth in the nation in job creation . . . we are No. 1 in the Midwest.,NaN,0.8,NaN,False,True
"In Europe, church attendance rates (are) in the single digits because churches are supported by taxes.",NaN,0.8,NaN,False,False
Says George LeMieux even compared Marco Rubio to Barack Obama.,NaN,0.9,NaN,True,False
Says Barack Obama promised to halve the deficit in his first term.,NaN,0.95,NaN,True,True
Says the government has gotten the TARP money back plus a profit.,NaN,0.8,NaN,False,False
Points of Light is the worlds largest volunteer organization.,NaN,0.95,NaN,False,False
Says Mark Pryorcut Medicare to pay for Obamacare.,NaN,0.85,NaN,False,False
Says Tim Kaine actually tried to raise taxes by about $4 billion.,NaN,0.95,NaN,True,True
Says Marco Rubio is proposing a new $1 trillion welfare program in tax credits and $1 trillion in new military spending.,NaN,0.95,NaN,False,True
I am the only senator who turned down the state pension plan for part-time legislators.,NaN,0.8,NaN,False,True
Female buffalo lead the herd.,NaN,0.95,NaN,True,True
There is no system to vet refugees from the Middle East.,NaN,0.99,NaN,False,False
"Says Chris Christies plan to kick-start our economy is to propose an income tax cut that disproportionately benefits the wealthy, and...hes still proposing it.",NaN,0.9,NaN,True,False
Obama used $20 million in federal money to emmigrate (sic) Hamas Refugees to the USA.,NaN,0.99,NaN,False,False
On offshore drilling.,NaN,0.1,NaN,False,False
"We came out of the White House not only dead broke, but in debt.",NaN,0.95,NaN,True,False
I think its seven or eight of the California system of universities dont even teach an American history course. Its not even available to be taught.,NaN,0.9,NaN,False,False
Sen. Bob Menendez voted to enact a new tax on the sale of homes of 3.8%.,NaN,0.95,NaN,True,False
Says his budget provides the highest state funding level in history for education.,NaN,0.92,NaN,True,False
Ive been here almost every day.,NaN,0.5,NaN,False,False
"In the early 1980s, Sen. Edward Kennedy secretly offered to help Soviet leaders counter the Reagan administrations position on nuclear disarmament.",NaN,0.85,NaN,False,False
Says an EPA permit languished under Strickland but his new EPA director got it done in two days.,NaN,0.9,NaN,False,False
Says the governor is going around the state talking about [how] we should fund an income tax cut that benefits higher income earners and not lower income earners,NaN,0.8,NaN,True,False
